Date,AdjClose,Close,High,Low,Open,Volume,RSI,%K,%R,EMA_fast,EMA_slow,MACD,Signal_Line,ROC,Direction,OBV,Ticker,Sector
2010-02-17,60.69953155517578,62.84364318847656,63.14432907104492,62.27663040161133,62.27663040161133,1189259,55.72791622974508,91.27185551827614,-8.72814448172386,61.770458368941846,62.4161365491744,-0.6456781802325509,-0.8935265078390153,-4.216309796620296,1,3917442,LH,Healthcare
2010-02-18,60.67462921142578,62.817867279052734,62.98969268798828,62.52577209472656,62.869415283203125,1337902,64.32502784364502,90.52364659114816,-9.476353408851832,61.931598201266596,62.44589438101724,-0.5142961797506445,-0.8176804422213412,-3.0752955859316646,-1,2579540,LH,Healthcare
2010-02-19,61.38825225830078,63.55670166015625,63.659793853759766,62.53436279296875,62.71477890014648,1092181,67.8659888320354,97.39697712229439,-2.6030228777056026,62.18161411801885,62.5281764016942,-0.3465622836753539,-0.7234568105121438,-0.28305688992214767,1,3671721,LH,Healthcare
2010-02-22,61.37996292114258,63.54811096191406,63.9776611328125,63.29037857055664,63.71993255615234,685712,65.65388285931982,89.95990345443732,-10.040096545562676,62.39184440169503,62.60372710985864,-0.211882708163607,-0.6211419900424365,-0.26965124937453233,-1,2986009,LH,Healthcare
2010-02-23,60.9069709777832,63.05841827392578,63.71134185791016,62.86082458496094,63.307559967041016,1307056,55.602211195404976,78.51406499795371,-21.48593500204629,62.49439422819207,62.63740793682658,-0.14301370863450558,-0.5255163337608504,-0.8911731950758512,-1,1678953,LH,Healthcare
2010-02-24,60.98995590209961,63.14432907104492,63.41065216064453,62.92096328735352,63.3161506652832,813985,63.198726929738434,80.52210213964155,-19.477897860358453,62.59438420401558,62.67495765047238,-0.0805734464567962,-0.43652775630003954,-1.8560533923145026,1,2492938,LH,Healthcare
2010-02-25,60.68293762207031,62.82646179199219,62.9295539855957,62.25944900512695,62.92096328735352,1322188,73.33330666485321,73.09242712941011,-26.907572870589892,62.630088448319675,62.686180179473844,-0.056091731154168656,-0.3604405512708654,-0.9212811235127436,-1,1170750,LH,Healthcare
2010-02-26,60.8322868347168,62.98109817504883,63.453609466552734,62.783504486083984,62.835052490234375,828652,73.71221304629353,76.706822654147,-23.29317734585299,62.68408994473955,62.70802595692385,-0.023936012184300637,-0.2931396434535525,-2.7202833783432965,1,1999402,LH,Healthcare
2010-03-01,61.5625114440918,63.73711395263672,63.77147674560547,62.9295539855957,63.03264617919922,971358,83.693815565592,94.37756733357526,-5.6224326664247375,62.84609363826219,62.78425469734702,0.06183894091516606,-0.22214392657980878,-3.549140443721352,1,2970760,LH,Healthcare
2010-03-02,61.94422149658203,64.1323013305664,64.50171661376953,63.85738754272461,63.89175415039063,764399,84.82969093139866,92.30769841793091,-7.6923015820690885,63.04397174477053,62.884110003511424,0.1598617412591068,-0.14574279301202567,-1.4521418638202428,1,3735159,LH,Healthcare
2010-03-03,60.807403564453125,62.955326080322266,64.01202392578125,62.60309219360352,63.96907043457031,2373280,66.47644927536231,67.79964747589405,-32.200352524105966,63.03033395024003,62.88938526846037,0.1409486817796548,-0.08840449805368958,-4.296718335913896,-1,1361879,LH,Healthcare
2010-03-04,60.23483657836914,62.36254119873047,63.307559967041016,62.01890182495117,63.07559967041016,1120699,57.243314876826865,44.66664627413678,-55.33335372586322,62.92759660385394,62.850359781813715,0.07723682204022708,-0.055276234034906245,-4.209561415052958,-1,241180,LH,Healthcare
2010-03-05,60.11866760253906,62.24226760864258,62.65464019775391,61.915809631347656,62.53436279296875,1700720,54.89359638426733,25.915516564226877,-74.08448343577312,62.82216137382143,62.80531591713437,0.016845456687057947,-0.04085189589051341,-2.88203936064809,-1,-1459540,LH,Healthcare
