Date,AdjClose,Close,High,Low,Open,Volume,RSI,%K,%R,EMA_fast,EMA_slow,MACD,Signal_Line,ROC,Direction,OBV,Ticker,Sector
2010-02-17,22.81606101989746,33.75,33.79999923706055,33.209999084472656,33.689998626708984,3148300,66.53116226490582,73.51784615755759,-26.482153842442408,33.07104540037375,32.827942876189766,0.24310252418398193,0.15920408958935717,3.7503881539632045,1,8842800,CAH,Healthcare
2010-02-18,22.829578399658203,33.77000045776367,33.970001220703125,33.650001525878906,33.7400016784668,2594800,57.41379446421948,74.30837846640046,-25.691621533599545,33.17857694766451,32.897724919269315,0.28085202839519496,0.18353367735052473,4.745653534871762,1,11437600,CAH,Healthcare
2010-02-19,22.87014579772949,33.83000183105469,33.869998931884766,33.400001525878906,33.650001525878906,3120100,56.6666800515586,76.67997539292905,-23.32002460707095,33.27879616049377,32.966782468290454,0.31201369220331543,0.20922968032108286,6.685596997131819,1,14557700,CAH,Healthcare
2010-02-22,22.761978149414062,33.66999816894531,33.95000076293945,33.41999816894531,33.95000076293945,2610100,50.09486059003939,70.35571692218613,-29.64428307781387,33.33898108487093,33.01887252019081,0.32010856468011895,0.2314054571928901,6.2145027084951625,-1,11947600,CAH,Healthcare
2010-02-23,22.302276611328125,32.9900016784668,33.619998931884766,32.91999816894531,33.529998779296875,3072900,38.24629401754902,47.82620233492713,-52.17379766507286,33.28529194542414,33.016733939322364,0.2685580061017774,0.23883596697466758,4.398738228535493,-1,8874700,CAH,Healthcare
2010-02-24,22.484798431396484,33.2599983215332,33.43000030517578,33.0,33.209999084472656,3648300,45.57956041798289,65.86527528151701,-34.134724718482985,33.28140061867169,33.034753523189835,0.2466470954818547,0.24039819267610502,3.872572910812927,1,12523000,CAH,Healthcare
2010-02-25,22.72142219543457,33.61000061035156,33.68000030517578,32.77000045776367,33.029998779296875,4928100,61.662837287813055,82.69229358471185,-17.30770641528815,33.331954463545514,33.07736441853515,0.2545900450103673,0.2432365631429575,5.5922107788628015,1,17451100,CAH,Healthcare
2010-02-26,22.96478843688965,33.970001220703125,34.20000076293945,33.650001525878906,33.689998626708984,4734400,66.44734970862774,89.44956375968111,-10.550436240318895,33.430115503108226,33.14348566314018,0.28662983996804314,0.25191521850797466,6.123095913602167,1,22185500,CAH,Healthcare
2010-03-01,23.70842361450196,35.06999969482422,35.08000183105469,33.970001220703125,34.04999923706055,5589000,75.77982550387244,99.67313294961984,-0.3268670503801606,33.68240537875684,33.28619040622789,0.3962149725289521,0.28077516931217017,7.510732198536873,1,27774500,CAH,Healthcare
2010-03-02,24.03292465209961,35.54999923706055,35.720001220703125,35.150001525878906,35.150001525878906,5199600,76.21621844540411,95.40535274085941,-4.59464725914058,33.969727510803565,33.45387994925253,0.5158475615510341,0.32778964775994296,9.92578561944066,1,32974100,CAH,Healthcare
2010-03-03,23.769268035888672,35.15999984741211,35.689998626708984,35.0,35.58000183105469,4602600,77.4725320790942,82.33435259092391,-17.665647409076087,34.152846331820264,33.58025920096806,0.5725871308522059,0.3767491443783956,6.287780838043277,-1,28371500,CAH,Healthcare
2010-03-04,23.82335090637207,35.2400016784668,35.45000076293945,35.040000915527344,35.22999954223633,2886000,72.35956558749328,84.1059778318123,-15.894022168187702,34.32010100053512,33.703203088190186,0.6168979123449319,0.4247788979717029,7.373558824329354,1,31257500,CAH,Healthcare
2010-03-05,23.999122619628903,35.5,35.63999938964844,35.29999923706055,35.38999938964844,3365000,73.14410316678314,92.54233343031714,-7.457666569682862,34.50162392352971,33.83629915573165,0.6653247677980616,0.4728880719369747,10.83359773009426,1,34622500,CAH,Healthcare
2010-03-08,23.863910675048828,35.29999923706055,35.61000061035156,35.2400016784668,35.540000915527344,2136600,69.04760528608172,85.76264830439983,-14.237351695600168,34.62445089484215,33.944721383978234,0.6797295108639148,0.5142563597223627,10.416014999146569,-1,32485900,CAH,Healthcare
2010-03-09,23.796306610107425,35.20000076293945,35.40999984741211,35.06999969482422,35.40999984741211,2150700,66.07540246762792,82.37287039731032,-17.627129602689685,34.71299702839558,34.03770504167907,0.675291986716509,0.546463485121192,9.282836893678072,-1,30335200,CAH,Healthcare
2010-03-10,23.674617767333984,35.02000045776367,35.2599983215332,34.849998474121094,35.15999984741211,3478900,63.383302891982765,76.27116671515857,-23.72883328484143,34.76022832522143,34.11046766509274,0.6497606601286918,0.567122920122692,8.119793509337823,-1,26856300,CAH,Healthcare
2010-03-11,23.65434837341309,34.9900016784668,35.11000061035156,34.650001525878906,35.0099983215332,4465700,62.50001027667269,75.25425920537937,-24.745740794620634,34.795578071874566,34.175618332750076,0.6199597391244893,0.5776902839230516,11.753440674846884,-1,22390600,CAH,Healthcare
2010-03-12,23.600261688232425,34.90999984741211,35.279998779296875,34.75,35.13999938964844,2339300,63.59652828610268,72.54233343031714,-27.457666569682864,34.81318142195727,34.230016963465786,0.5831644584914812,0.5787851188367376,6.077180216569557,-1,20051300,CAH,Healthcare
2010-03-15,23.95180320739746,35.43000030517578,35.459999084472656,34.7599983215332,34.7599983215332,2743600,77.72727154503123,90.16946303300682,-9.83053696699318,34.908076634760114,34.31890461840727,0.5891720163528475,0.5808624983399596,7.136379292803338,1,22794900,CAH,Healthcare
2010-03-16,23.87743377685547,35.31999969482422,35.54999923706055,35.2599983215332,35.43000030517578,2983100,74.29245940812837,86.44062974816539,-13.55937025183461,34.97144941323151,34.39305980925297,0.5783896039785432,0.5803679194676763,4.931669206587164,-1,19811800,CAH,Healthcare
2010-03-17,23.99235343933105,35.4900016784668,35.61000061035156,35.31999969482422,35.5,2664300,73.15271468235139,88.88890936499102,-11.111090635008974,35.05122668480617,34.47431476252807,0.5769119222781001,0.5796767200297611,3.620442856837363,1,22476100,CAH,Healthcare
2010-03-18,24.03292465209961,35.54999923706055,36.0,35.31999969482422,35.77000045776367,4137800,71.01062129880354,77.83246140200544,-22.167538597994557,35.12796092361454,34.55399509397492,0.5739658296396186,0.5785345419517327,5.458321573895927,1,26613900,CAH,Healthcare
2010-03-19,24.235727310180664,35.849998474121094,36.0,35.58000183105469,35.849998474121094,5030700,63.17565913091891,88.88876330200569,-11.111236697994315,35.23904362369247,34.649995344356114,0.5890482793363532,0.5806372894286568,9.969325619999498,1,31644600,CAH,Healthcare
2010-03-22,24.46558380126953,36.18999862670898,36.34999847412109,35.529998779296875,35.54999923706055,2730400,61.347508136668885,90.58822737431667,-9.411772625683321,35.385344393387314,34.76406966156744,0.6212747318198737,0.5887647779069002,11.45672086896613,1,34375000,CAH,Healthcare
2010-03-23,24.512901306152344,36.2599983215332,36.33000183105469,35.959999084472656,36.29999923706055,2451600,71.99996948242188,94.70586387340607,-5.294136126593926,35.51990653617899,34.87487919193528,0.6450273442437151,0.6000172911742632,12.399256689762575,1,36826600,CAH,Healthcare
2010-03-24,24.19517135620117,35.790000915527344,36.34000015258789,35.77000045776367,36.20000076293945,2840400,59.51557230446347,67.05890800728861,-32.94109199271139,35.5614595176172,34.94266598627543,0.6187935313417725,0.6037725392077651,9.650740149455729,-1,33986200,CAH,Healthcare
2010-03-25,24.16812324523925,35.75,36.2400016784668,35.75,36.130001068115234,2736000,54.681651150696354,64.70590875227788,-35.29409124772213,35.5904657456761,35.00246850581058,0.5879972398655156,0.6006174793393152,11.162935850812124,-1,31250200,CAH,Healthcare
2010-03-26,23.945045471191406,35.41999816894531,36.0,35.290000915527344,35.79999923706055,2577400,52.142838653248006,45.29400148997873,-54.70599851002126,35.56423996464059,35.03339662900574,0.5308433356348488,0.5866626505984219,6.526310282542293,-1,28672800,CAH,Healthcare
2010-03-29,24.38445854187012,36.06999969482422,36.15999984741211,35.47999954223633,35.54999923706055,1988900,62.98504981307996,83.5294540036445,-16.470545996355487,35.64204915389961,35.11018204128859,0.5318671126110246,0.5757035430009425,8.058713423105567,1,30661700,CAH,Healthcare
2010-03-30,24.76148796081543,36.45000076293945,36.54999923706055,35.95000076293945,36.02000045776367,2668600,70.14083205460493,94.73691607455133,-5.263083925448679,35.7663494014442,35.209427872521985,0.5569215289222171,0.5719471401851974,8.676206821643003,1,33330300,CAH,Healthcare
2010-03-31,24.476163864135746,36.02999877929688,36.45000076293945,35.95000076293945,36.41999816894531,3133500,63.19791179543197,71.11107343507315,-28.88892656492684,35.80691084419077,35.27021090265346,0.5366999415373073,0.5648977004556195,6.755551938657428,-1,30196800,CAH,Healthcare
2010-04-01,24.645994186401367,36.27999877929688,36.290000915527344,35.970001220703125,36.130001068115234,2865600,66.66663572836055,84.91618325881576,-15.083816741184247,35.879693603437865,35.34501000462704,0.5346835988108225,0.5588548801266602,7.432627443024406,1,33062400,CAH,Healthcare
2010-04-05,24.679969787597656,36.33000183105469,36.59000015258789,36.27000045776367,36.47999954223633,1981400,62.362634483539246,80.45128093342359,-19.548719066576414,35.94897179230199,35.4179723621402,0.530999430161792,0.5532837901336866,7.389890229639576,1,35043800,CAH,Healthcare
