date,signal,prediction,actual,ticker
2024-01-02,hold,149.63475,149.47999572753906,CVX
2024-01-03,hold,149.04666,152.3300018310547,CVX
2024-01-04,hold,149.28401,150.66000366210938,CVX
2024-01-05,hold,149.39587,150.39999389648438,CVX
2024-01-08,hold,149.4142,149.5,CVX
2024-01-09,hold,149.19025,145.6999969482422,CVX
2024-01-10,sell,147.98668,144.5,CVX
2024-01-11,hold,146.44919,145.27999877929688,CVX
2024-01-12,hold,145.22719,147.27000427246094,CVX
2024-01-16,hold,144.80684,143.69000244140625,CVX
2024-01-17,hold,143.95703,143.1199951171875,CVX
2024-01-18,hold,143.1688,141.82000732421875,CVX
2024-01-19,hold,142.32664,142.24000549316406,CVX
2024-01-22,hold,141.6977,142.49000549316406,CVX
2024-01-23,hold,141.36528,142.08999633789062,CVX
2024-01-24,hold,141.14699,144.9199981689453,CVX
2024-01-25,buy,141.6674,148.57000732421875,CVX
2024-01-26,buy,143.24588,149.13999938964844,CVX
2024-01-29,buy,145.09534,149.0800018310547,CVX
