date,signal,prediction,actual,ticker
2024-01-02,hold,79.92009,81.0199966430664,VLTO
2024-01-03,hold,80.11063,78.05000305175781,VLTO
2024-01-04,hold,80.06316,76.61000061035156,VLTO
2024-01-05,hold,79.72053,76.9000015258789,VLTO
2024-01-08,hold,79.401054,77.51000213623047,VLTO
2024-01-09,hold,79.01684,76.73999786376953,VLTO
2024-01-10,hold,78.587906,76.43000030517578,VLTO
2024-01-11,hold,78.119415,76.08000183105469,VLTO
2024-01-12,hold,77.597466,75.76000213623047,VLTO
2024-01-16,hold,77.09741,74.55000305175781,VLTO
2024-01-17,hold,76.62413,75.87999725341797,VLTO
2024-01-18,hold,76.24471,76.01000213623047,VLTO
2024-01-19,hold,76.06705,77.55000305175781,VLTO
2024-01-22,hold,76.03876,79.69000244140625,VLTO
2024-01-23,hold,76.133224,78.88999938964844,VLTO
2024-01-24,hold,76.28968,76.26000213623047,VLTO
2024-01-25,hold,76.439545,76.69999694824219,VLTO
2024-01-26,hold,76.539764,76.98999786376953,VLTO
2024-01-29,hold,76.62835,77.9000015258789,VLTO
