date,signal,prediction,actual,ticker
2024-01-02,hold,472.50977,478.8299865722656,ELV
2024-01-03,hold,473.02533,480.48999023437494,ELV
2024-01-04,hold,474.06488,484.83999633789057,ELV
2024-01-05,hold,475.88437,480.0299987792969,ELV
2024-01-08,hold,478.4407,480.04998779296875,ELV
2024-01-09,hold,480.4987,483.23999023437494,ELV
2024-01-10,hold,482.3032,480.239990234375,ELV
2024-01-11,hold,484.04016,482.3099975585937,ELV
2024-01-12,hold,485.6401,475.11999511718744,ELV
2024-01-16,hold,486.72525,473.2900085449219,ELV
2024-01-17,hold,487.07193,476.1199951171875,ELV
2024-01-18,hold,486.555,469.32998657226557,ELV
2024-01-19,hold,485.69992,464.6099853515625,ELV
2024-01-22,hold,484.08948,471.83999633789057,ELV
2024-01-23,hold,482.63535,472.1600036621093,ELV
2024-01-24,hold,481.3366,473.6700134277343,ELV
2024-01-25,hold,480.02817,480.3099975585937,ELV
2024-01-26,hold,479.37994,483.7999877929687,ELV
2024-01-29,hold,479.21402,486.5299987792968,ELV
