date,signal,prediction,actual,ticker
2024-01-02,hold,54.423897,55.33000183105469,DOW
2024-01-03,hold,54.480553,54.630001068115234,DOW
2024-01-04,hold,54.491142,54.18999862670898,DOW
2024-01-05,hold,54.42332,54.81999969482422,DOW
2024-01-08,hold,54.381836,55.080001831054695,DOW
2024-01-09,hold,54.35383,53.939998626708984,DOW
2024-01-10,hold,54.268696,53.38000106811523,DOW
2024-01-11,hold,54.104485,53.63999938964844,DOW
2024-01-12,hold,53.9382,53.369998931884766,DOW
2024-01-16,hold,53.78236,53.099998474121094,DOW
2024-01-17,hold,53.62635,52.470001220703125,DOW
2024-01-18,hold,53.416294,52.599998474121094,DOW
2024-01-19,hold,53.232254,52.81000137329101,DOW
2024-01-22,hold,53.087044,53.56000137329102,DOW
2024-01-23,hold,52.987373,53.90999984741212,DOW
2024-01-24,hold,52.948677,53.09000015258789,DOW
2024-01-25,hold,52.94085,54.93999862670898,DOW
2024-01-26,hold,53.055035,54.060001373291016,DOW
2024-01-29,hold,53.1593,54.06999969482422,DOW
